episode_id,state,event_type,event_begin_time,event_end_time,damage_property,event_latitude,event_longitude,Date,Time
49299,Ohio,flood,2011-04-19 09:30:00,2011-04-19 18:00:00,5000.0,39.1567,-82.5434,2011-04-19,09:30:00
49299,Ohio,flood,2011-04-19 09:30:00,2011-04-19 18:00:00,5000.0,39.67,-82.23,2011-04-19,09:30:00
49299,Ohio,flood,2011-04-19 09:30:00,2011-04-21 21:00:00,50000.0,39.47,-82.23,2011-04-19,09:30:00
49301,West virginia,flood,2011-04-19 11:30:00,2011-04-19 17:00:00,50000.0,39.4102,-80.4932,2011-04-19,11:30:00
49301,West virginia,flood,2011-04-19 11:45:00,2011-04-19 17:30:00,15000.0,39.3962,-80.1693,2011-04-19,11:45:00
49301,West virginia,flood,2011-04-19 12:00:00,2011-04-19 15:00:00,5000.0,39.1802,-80.2132,2011-04-19,12:00:00
49301,West virginia,flood,2011-04-19 11:30:00,2011-04-19 17:00:00,10000.0,39.4102,-80.6832,2011-04-19,11:30:00
49301,West virginia,flood,2011-04-19 11:00:00,2011-04-19 15:00:00,10000.0,39.33,-81.53,2011-04-19,11:00:00
49301,West virginia,flood,2011-04-19 12:30:00,2011-04-19 16:00:00,10000.0,39.3005,-81.1065,2011-04-19,12:30:00
49308,Ohio,flood,2011-04-22 21:20:00,2011-04-25 08:30:00,100000.0,38.6066,-82.7071,2011-04-22,21:20:00
49308,Ohio,flood,2011-04-23 09:30:00,2011-04-23 16:30:00,5000.0,38.88,-82.57,2011-04-23,09:30:00
49308,Ohio,flood,2011-04-22 21:30:00,2011-04-23 18:30:00,25000.0,38.8,-82.53,2011-04-22,21:30:00
49309,Kentucky,flood,2011-04-23 04:30:00,2011-04-23 16:30:00,10000.0,38.72,-82.97,2011-04-23,04:30:00
49319,New york,flood,2011-03-18 18:25:00,2011-03-21 08:00:00,10000.0,44.9684,-73.5071,2011-03-18,18:25:00
49356,Arkansas,flood,2011-03-31 08:00:00,2011-03-31 23:59:00,0.0,35.25,-91.23,2011-03-31,08:00:00
49356,Arkansas,flood,2011-03-01 00:00:00,2011-03-28 08:30:00,0.0,35.25,-91.23,2011-03-01,00:00:00
49361,New hampshire,flood,2011-03-07 07:42:00,2011-03-08 04:36:00,25000.0,42.83,-72.18,2011-03-07,07:42:00
49370,Pennsylvania,flood,2011-03-10 21:43:00,2011-03-11 21:50:00,8000.0,40.81,-80.42,2011-03-10,21:43:00
49370,Pennsylvania,flood,2011-03-11 05:25:00,2011-03-12 05:25:00,5000.0,40.79,-80.14,2011-03-11,05:25:00
49370,Pennsylvania,flood,2011-03-10 14:00:00,2011-03-11 10:00:00,5000.0,40.1886,-80.2697,2011-03-10,14:00:00
49370,Pennsylvania,flood,2011-03-11 06:13:00,2011-03-11 09:00:00,5000.0,40.71,-79.59,2011-03-11,06:13:00
49370,Pennsylvania,flood,2011-03-11 08:56:00,2011-03-11 09:30:00,5000.0,41.31100000000001,-79.247,2011-03-11,08:56:00
49370,Pennsylvania,flood,2011-03-10 18:12:00,2011-03-11 19:00:00,10000.0,41.0177,-80.3295,2011-03-10,18:12:00
49370,Pennsylvania,flood,2011-03-10 20:50:00,2011-03-11 21:50:00,12000.0,40.6312,-79.8323,2011-03-10,20:50:00
49371,Iowa,flood,2011-04-01 00:00:00,2011-04-07 03:00:00,5000.0,43.0833,-94.64299999999999,2011-04-01,00:00:00
49371,Iowa,flood,2011-04-01 00:00:00,2011-04-15 12:00:00,5000.0,42.7224,-94.2486,2011-04-01,00:00:00
49371,Iowa,flood,2011-04-01 00:00:00,2011-04-30 23:59:00,10000.0,43.5007,-94.9125,2011-04-01,00:00:00
49372,Iowa,flood,2011-04-21 06:45:00,2011-04-24 14:30:00,5000.0,43.2241,-94.1398,2011-04-21,06:45:00
49372,Iowa,flood,2011-04-19 18:00:00,2011-04-25 12:00:00,5000.0,42.7224,-94.2486,2011-04-19,18:00:00
49372,Iowa,flood,2011-04-20 17:15:00,2011-04-23 22:15:00,0.0,42.3199,-93.9336,2011-04-20,17:15:00
49373,Iowa,flood,2011-04-27 16:45:00,2011-04-30 06:15:00,0.0,43.2241,-94.1398,2011-04-27,16:45:00
49373,Iowa,flood,2011-04-26 11:15:00,2011-04-28 15:07:00,0.0,42.3199,-93.9336,2011-04-26,11:15:00
49373,Iowa,flood,2011-04-28 20:50:00,2011-04-30 00:22:00,0.0,42.5485,-92.5152,2011-04-28,20:50:00
49376,Puerto rico,flood,2011-03-29 16:00:00,2011-03-29 22:00:00,0.0,18.43,-66.28,2011-03-29,16:00:00
49385,West virginia,flood,2011-03-11 10:10:00,2011-03-11 21:10:00,5000.0,40.4411,-80.5652,2011-03-11,10:10:00
49385,West virginia,flood,2011-03-10 17:31:00,2011-03-11 10:30:00,5000.0,39.63,-79.96,2011-03-10,17:31:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,125000.0,35.8712,-91.1931,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1000000.0,36.43,-91.4,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,33.77,-91.92,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,200000.0,34.27,-93.45,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,34.03,-91.9803,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,250000.0,34.07,-92.4626,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,150000.0,34.68,-94.43799999999999,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,33.6869,-92.0367,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,33.78,-92.3755,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,33.77,-93.08,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,350000.0,34.32,-93.9001,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,34.4832,-92.2527,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,750000.0,34.1524,-91.7,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,125000.0,35.12,-93.63,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,500000.0,35.4,-92.82,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,325000.0,35.0512,-92.0425,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,275000.0,34.98,-91.17,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,34.529,-91.55,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,34.43,-92.18,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,750000.0,36.07,-92.88,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,35.4035,-91.2928,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1000000.0,35.3812,-92.4627,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1000000.0,34.7512,-93.0077,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,34.4709,-92.9296,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1000000.0,34.55,-92.35,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1000000.0,34.93,-92.64,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,200000.0,35.75,-93.1235,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1000000.0,35.7,-92.2626,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,600000.0,35.7323,-92.806,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,300000.0,36.47,-92.53,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,500000.0,36.4909,-93.2309,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,250000.0,35.7516,-93.6682,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,200000.0,36.4812,-92.8336,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1500000.0,36.08,-93.4254,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,100000.0,35.3312,-93.7927,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,400000.0,36.1306,-92.2227,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,1400000.0,36.4879,-92.12,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,600000.0,35.87,-91.75,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,2000000.0,36.22,-91.6762,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,300000.0,35.0854,-92.5367,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,2250000.0,35.48,-91.75,2011-04-26,02:00:00
49419,Arkansas,flood,2011-04-26 02:00:00,2011-04-30 23:59:00,250000.0,34.7323,-93.8545,2011-04-26,02:00:00
49420,California,flood,2011-03-24 06:00:00,2011-03-24 13:00:00,0.0,38.5109,-122.8416,2011-03-24,06:00:00
49420,California,flood,2011-03-24 06:00:00,2011-03-24 13:00:00,0.0,38.2321,-122.4429,2011-03-24,06:00:00
49420,California,flood,2011-03-24 06:00:00,2011-03-24 13:00:00,0.0,38.4331,-122.8252,2011-03-24,06:00:00
49420,California,flood,2011-03-24 06:00:00,2011-03-24 13:00:00,0.0,37.9094,-122.6864,2011-03-24,06:00:00
49420,California,flood,2011-03-24 12:00:00,2011-03-25 23:00:00,1000000.0,36.6277,-121.6653,2011-03-24,12:00:00
49444,Ohio,flood,2011-04-19 09:10:00,2011-04-19 10:00:00,1000.0,38.95,-84.28,2011-04-19,09:10:00
49444,Ohio,flood,2011-04-19 10:39:00,2011-04-19 12:00:00,1000.0,39.3534,-84.1436,2011-04-19,10:39:00
49445,Indiana,flood,2011-04-20 05:58:00,2011-04-20 08:58:00,2000.0,38.9905,-85.2196,2011-04-20,05:58:00
49446,Ohio,flood,2011-04-20 10:15:00,2011-04-20 13:15:00,10000.0,39.1727,-84.7753,2011-04-20,10:15:00
49448,Vermont,flood,2011-03-13 06:25:00,2011-03-14 12:00:00,10000.0,44.4194,-72.0009,2011-03-13,06:25:00
49448,Vermont,flood,2011-03-11 18:35:00,2011-03-12 18:00:00,0.0,44.2193,-72.7873,2011-03-11,18:35:00
49467,California,flood,2011-03-02 01:00:00,2011-03-02 09:00:00,0.0,38.4353,-122.8711,2011-03-02,01:00:00
49497,California,flood,2011-03-19 21:45:00,2011-03-19 21:45:00,0.0,38.2456,-122.4397,2011-03-19,21:45:00
49504,New york,flood,2011-04-11 07:49:00,2011-04-11 10:30:00,15000.0,44.9786,-73.9078,2011-04-11,07:49:00
49504,New york,flood,2011-04-11 20:00:00,2011-04-12 08:00:00,5000.0,44.66,-74.2,2011-04-11,20:00:00
49504,New york,flood,2011-04-11 10:45:00,2011-04-11 14:00:00,10000.0,44.43,-73.68,2011-04-11,10:45:00
49519,Oklahoma,flood,2011-05-11 14:25:00,2011-05-11 14:25:00,0.0,35.46,-97.7,2011-05-11,14:25:00
49540,Vermont,flood,2011-04-11 05:20:00,2011-04-13 16:00:00,10000.0,44.9945,-72.3998,2011-04-11,05:20:00
49540,Vermont,flood,2011-04-11 16:00:00,2011-04-12 10:00:00,5000.0,44.5678,-71.9364,2011-04-11,16:00:00
49540,Vermont,flood,2011-04-12 13:00:00,2011-04-14 06:30:00,0.0,43.6411,-73.0543,2011-04-12,13:00:00
49540,Vermont,flood,2011-04-11 16:20:00,2011-04-13 00:30:00,10000.0,44.8792,-72.7542,2011-04-11,16:20:00
49540,Vermont,flood,2011-04-11 10:00:00,2011-04-12 13:30:00,20000.0,44.5788,-72.6081,2011-04-11,10:00:00
49540,Vermont,flood,2011-04-11 06:44:00,2011-04-12 22:30:00,30000.0,44.5867,-72.9987,2011-04-11,06:44:00
49544,Minnesota,flood,2011-03-23 07:45:00,2011-03-23 09:00:00,0.0,43.7489,-92.9591,2011-03-23,07:45:00
49544,Minnesota,flood,2011-03-20 13:30:00,2011-03-24 04:45:00,0.0,43.68600000000001,-93.0416,2011-03-20,13:30:00
49544,Minnesota,flood,2011-03-22 21:45:00,2011-03-23 02:45:00,0.0,44.0386,-92.1055,2011-03-22,21:45:00
49544,Minnesota,flood,2011-03-23 16:45:00,2011-03-24 08:00:00,0.0,44.2872,-92.4324,2011-03-23,16:45:00
49545,Iowa,flood,2011-03-23 05:45:00,2011-03-23 15:15:00,0.0,42.845,-91.4043,2011-03-23,05:45:00
49545,Iowa,flood,2011-03-21 17:00:00,2011-03-25 10:00:00,0.0,43.0691,-92.6844,2011-03-21,17:00:00
49545,Iowa,flood,2011-03-21 06:45:00,2011-03-24 23:00:00,0.0,43.422,-91.5073,2011-03-21,06:45:00
49546,Iowa,flood,2011-03-28 08:00:00,2011-03-31 23:59:00,0.0,43.0296,-91.1737,2011-03-28,08:00:00
49547,Wisconsin,flood,2011-03-21 08:30:00,2011-03-27 04:30:00,0.0,44.1341,-91.5568,2011-03-21,08:30:00
49547,Wisconsin,flood,2011-03-23 12:45:00,2011-03-24 22:00:00,0.0,43.5033,-90.6688,2011-03-23,12:45:00
49547,Wisconsin,flood,2011-03-20 22:00:00,2011-03-23 09:45:00,0.0,44.3063,-90.8339,2011-03-20,22:00:00
49547,Wisconsin,flood,2011-03-23 00:30:00,2011-03-25 11:00:00,0.0,44.0591,-91.2846,2011-03-23,00:30:00
49547,Wisconsin,flood,2011-03-22 20:15:00,2011-03-25 16:00:00,0.0,43.455,-90.7647,2011-03-22,20:15:00
49547,Wisconsin,flood,2011-03-23 16:40:00,2011-03-25 19:30:00,0.0,43.3938,-90.7738,2011-03-23,16:40:00
49547,Wisconsin,flood,2011-03-22 18:00:00,2011-03-27 03:00:00,0.0,43.3195,-90.8497,2011-03-22,18:00:00
49547,Wisconsin,flood,2011-03-23 13:45:00,2011-03-28 07:15:00,0.0,43.1884,-90.87100000000001,2011-03-23,13:45:00
49558,Kentucky,flood,2011-04-12 09:25:00,2011-04-12 12:25:00,0.0,38.15,-83.51,2011-04-12,09:25:00
49558,Kentucky,flood,2011-04-12 06:50:00,2011-04-12 09:50:00,1000.0,38.06,-83.93,2011-04-12,06:50:00
49579,Iowa,flood,2011-05-11 17:30:00,2011-05-11 21:45:00,0.0,40.5791,-95.0263,2011-05-11,17:30:00
49582,Nebraska,flood,2011-05-12 22:11:00,2011-05-13 02:15:00,1000.0,41.0989,-97.3076,2011-05-12,22:11:00
49593,Kentucky,flood,2011-04-27 18:04:00,2011-04-27 22:04:00,0.0,37.7,-83.97,2011-04-27,18:04:00
49593,Kentucky,flood,2011-04-27 18:17:00,2011-04-27 22:17:00,0.0,37.705,-84.0005,2011-04-27,18:17:00
49620,Minnesota,flood,2011-03-27 10:00:00,2011-03-31 23:59:00,0.0,44.4055,-92.084,2011-03-27,10:00:00
49620,Minnesota,flood,2011-03-29 14:00:00,2011-03-31 23:59:00,0.0,44.059,-91.6553,2011-03-29,14:00:00
49624,Puerto rico,flood,2011-05-14 13:27:00,2011-05-14 16:30:00,0.0,18.3669,-66.042,2011-05-14,13:27:00
49624,Puerto rico,flood,2011-05-18 13:54:00,2011-05-18 16:45:00,0.0,18.424,-66.1163,2011-05-18,13:54:00
49630,Tennessee,flood,2011-04-27 16:10:00,2011-04-27 20:00:00,1000.0,35.2374,-87.3063,2011-04-27,16:10:00
49648,Mississippi,flood,2011-03-09 07:00:00,2011-03-09 10:00:00,10000.0,31.65,-88.53,2011-03-09,07:00:00
49654,New york,flood,2011-03-10 02:00:00,2011-03-13 15:00:00,0.0,43.7193,-74.0071,2011-03-10,02:00:00
49662,Pennsylvania,flood,2011-03-06 14:30:00,2011-03-06 19:00:00,0.0,41.2443,-77.0403,2011-03-06,14:30:00
49662,Pennsylvania,flood,2011-03-06 14:10:00,2011-03-06 19:00:00,0.0,41.4088,-76.4285,2011-03-06,14:10:00
49662,Pennsylvania,flood,2011-03-06 14:00:00,2011-03-06 19:00:00,0.0,40.8809,-77.179,2011-03-06,14:00:00
49662,Pennsylvania,flood,2011-03-06 14:00:00,2011-03-06 19:00:00,0.0,40.7808,-76.8631,2011-03-06,14:00:00
49662,Pennsylvania,flood,2011-03-06 14:00:00,2011-03-06 19:00:00,0.0,40.9767,-76.8086,2011-03-06,14:00:00
49682,Arkansas,flood,2011-03-20 11:00:00,2011-03-20 23:59:00,0.0,35.7493,-89.9279,2011-03-20,11:00:00
49693,New york,flood,2011-03-06 17:00:00,2011-03-08 07:00:00,0.0,42.36600000000001,-73.5102,2011-03-06,17:00:00
49693,New york,flood,2011-03-07 04:00:00,2011-03-07 14:45:00,0.0,43.3011,-74.2452,2011-03-07,04:00:00
49693,New york,flood,2011-03-07 04:00:00,2011-03-08 20:00:00,0.0,41.6559,-73.8736,2011-03-07,04:00:00
49693,New york,flood,2011-03-06 22:25:00,2011-03-07 12:00:00,0.0,41.6018,-74.3304,2011-03-06,22:25:00
49693,New york,flood,2011-03-07 06:50:00,2011-03-08 19:00:00,0.0,43.1055,-74.7697,2011-03-07,06:50:00
49693,New york,flood,2011-03-06 22:00:00,2011-03-08 07:00:00,0.0,41.8109,-73.5701,2011-03-06,22:00:00
49693,New york,flood,2011-03-06 21:00:00,2011-03-08 14:00:00,0.0,41.902,-74.0237,2011-03-06,21:00:00
49712,Massachusetts,flood,2011-03-07 04:47:00,2011-03-07 14:39:00,80000.0,42.0452,-72.8091,2011-03-07,04:47:00
49712,Massachusetts,flood,2011-03-07 11:05:00,2011-03-07 14:05:00,0.0,42.4432,-72.5153,2011-03-07,11:05:00
49712,Massachusetts,flood,2011-03-07 02:03:00,2011-03-08 01:09:00,25000.0,42.35,-72.2,2011-03-07,02:03:00
49712,Massachusetts,flood,2011-03-07 11:05:00,2011-03-07 14:00:00,100000.0,42.6173,-72.6155,2011-03-07,11:05:00
49721,North dakota,flood,2011-05-01 00:00:00,2011-05-13 23:59:00,0.0,48.19,-98.4,2011-05-01,00:00:00
49721,North dakota,flood,2011-05-01 00:00:00,2011-05-13 23:59:00,0.0,48.37,-99.41,2011-05-01,00:00:00
49721,North dakota,flood,2011-05-01 00:00:00,2011-05-13 23:59:00,0.0,48.53,-98.94,2011-05-01,00:00:00
49722,North dakota,flood,2011-05-01 00:00:00,2011-05-17 11:06:00,0.0,47.24,-97.69,2011-05-01,00:00:00
49722,North dakota,flood,2011-05-01 00:00:00,2011-05-16 18:30:00,0.0,48.54,-98.3,2011-05-01,00:00:00
49722,North dakota,flood,2011-05-01 00:00:00,2011-05-17 11:18:00,0.0,49.0,-97.93,2011-05-01,00:00:00
49723,Minnesota,flood,2011-05-01 00:00:00,2011-05-17 11:06:00,0.0,47.14,-96.77,2011-05-01,00:00:00
49723,Minnesota,flood,2011-05-01 00:00:00,2011-05-16 18:30:00,0.0,48.53,-97.12,2011-05-01,00:00:00
49723,Minnesota,flood,2011-05-01 00:00:00,2011-05-17 11:18:00,0.0,48.99,-97.12,2011-05-01,00:00:00
49726,Alabama,flood,2011-03-09 11:45:00,2011-03-10 20:30:00,25000.0,33.3051,-86.2795,2011-03-09,11:45:00
49727,Virginia,flood,2011-03-06 12:30:00,2011-03-06 21:57:00,0.0,36.7514,-80.7258,2011-03-06,12:30:00
49727,Virginia,flood,2011-03-06 13:00:00,2011-03-06 16:00:00,0.0,36.7209,-80.0405,2011-03-06,13:00:00
49727,Virginia,flood,2011-03-06 13:20:00,2011-03-06 16:20:00,0.0,36.92,-81.62,2011-03-06,13:20:00
49727,Virginia,flood,2011-03-06 14:34:00,2011-03-06 19:30:00,0.0,36.668,-80.9225,2011-03-06,14:34:00
49727,Virginia,flood,2011-03-06 14:34:00,2011-03-06 19:30:00,0.0,36.6612,-80.91199999999999,2011-03-06,14:34:00
49727,Virginia,flood,2011-03-06 16:00:00,2011-03-06 21:30:00,0.0,37.4,-80.2,2011-03-06,16:00:00
49727,Virginia,flood,2011-03-06 13:30:00,2011-03-06 20:00:00,0.0,37.1003,-79.8348,2011-03-06,13:30:00
49727,Virginia,flood,2011-03-06 14:18:00,2011-03-06 20:00:00,0.0,37.4142,-79.4815,2011-03-06,14:18:00
49727,Virginia,flood,2011-03-06 14:27:00,2011-03-06 21:30:00,0.0,37.45,-79.78,2011-03-06,14:27:00
49727,Virginia,flood,2011-03-06 14:27:00,2011-03-06 21:30:00,0.0,37.4847,-79.7423,2011-03-06,14:27:00
49727,Virginia,flood,2011-03-06 14:49:00,2011-03-06 19:30:00,0.0,36.7337,-80.4047,2011-03-06,14:49:00
49727,Virginia,flood,2011-03-06 15:48:00,2011-03-06 19:30:00,0.0,36.6222,-80.7185,2011-03-06,15:48:00
49727,Virginia,flood,2011-03-06 15:48:00,2011-03-06 19:30:00,0.0,36.6019,-80.7214,2011-03-06,15:48:00
49727,Virginia,flood,2011-03-06 15:48:00,2011-03-06 19:30:00,0.0,36.59,-80.84,2011-03-06,15:48:00
49727,Virginia,flood,2011-03-06 14:33:00,2011-03-06 17:35:00,0.0,36.9278,-80.8175,2011-03-06,14:33:00
49727,Virginia,flood,2011-03-06 14:33:00,2011-03-06 17:45:00,0.0,36.9932,-80.9586,2011-03-06,14:33:00
49727,Virginia,flood,2011-03-06 14:34:00,2011-03-06 19:30:00,0.0,36.6402,-80.9207,2011-03-06,14:34:00
49727,Virginia,flood,2011-03-06 14:34:00,2011-03-06 19:30:00,0.0,36.6977,-80.9071,2011-03-06,14:34:00
49727,Virginia,flood,2011-03-06 07:30:00,2011-03-06 15:55:00,0.0,37.3285,-80.4898,2011-03-06,07:30:00
49727,Virginia,flood,2011-03-06 11:30:00,2011-03-06 21:30:00,100000.0,37.2637,-79.8431,2011-03-06,11:30:00
49727,Virginia,flood,2011-03-06 16:07:00,2011-03-06 20:30:00,0.0,36.85,-80.12,2011-03-06,16:07:00
49727,Virginia,flood,2011-03-06 16:07:00,2011-03-06 20:30:00,0.0,37.0202,-79.9766,2011-03-06,16:07:00
49727,Virginia,flood,2011-03-06 16:07:00,2011-03-06 20:30:00,0.0,37.0102,-79.9953,2011-03-06,16:07:00
49727,Virginia,flood,2011-03-06 17:10:00,2011-03-06 21:57:00,0.0,37.1123,-80.2927,2011-03-06,17:10:00
49727,Virginia,flood,2011-03-06 17:10:00,2011-03-06 21:57:00,0.0,37.1177,-80.2681,2011-03-06,17:10:00
49727,Virginia,flood,2011-03-06 17:10:00,2011-03-06 21:57:00,0.0,37.2105,-80.5531,2011-03-06,17:10:00
49727,Virginia,flood,2011-03-06 17:10:00,2011-03-06 21:57:00,0.0,37.2029,-80.3625,2011-03-06,17:10:00
49727,Virginia,flood,2011-03-06 17:10:00,2011-03-06 21:57:00,0.0,37.2279,-80.497,2011-03-06,17:10:00
49727,Virginia,flood,2011-03-06 17:13:00,2011-03-06 17:45:00,0.0,36.5871,-80.8657,2011-03-06,17:13:00
49727,Virginia,flood,2011-03-06 07:30:00,2011-03-06 15:55:00,0.0,37.3016,-80.4883,2011-03-06,07:30:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,37.0852,-80.8305,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,37.1566,-80.8154,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,37.1458,-80.7112,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,36.9821,-80.7929,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,36.94,-80.77,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,36.9897,-80.6978,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,36.9,-80.71,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:21:00,2011-03-06 21:57:00,0.0,37.0527,-80.3585,2011-03-06,17:21:00
49727,Virginia,flood,2011-03-06 17:30:00,2011-03-06 20:30:00,0.0,37.4,-79.44,2011-03-06,17:30:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-07 06:17:00,0.0,37.2668,-80.7123,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-07 06:17:00,0.0,37.2624,-80.9787,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-06 20:00:00,0.0,37.3005,-80.7395,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-07 02:00:00,0.0,37.303000000000004,-80.5401,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-07 06:17:00,0.0,37.31,-80.4718,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-07 02:00:00,0.0,37.3801,-80.6659,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 17:10:00,2011-03-06 21:57:00,10000.0,37.1571,-80.4701,2011-03-06,17:10:00
49727,Virginia,flood,2011-03-06 08:15:00,2011-03-06 21:57:00,10000.0,37.3094,-80.4163,2011-03-06,08:15:00
49727,Virginia,flood,2011-03-06 17:49:00,2011-03-07 06:17:00,20000.0,37.2715,-80.6952,2011-03-06,17:49:00
49727,Virginia,flood,2011-03-06 20:20:00,2011-03-06 21:30:00,0.0,37.421,-80.253,2011-03-06,20:20:00
49727,Virginia,flood,2011-03-06 13:20:00,2011-03-06 16:20:00,0.0,36.9,-81.69,2011-03-06,13:20:00
49727,Virginia,flood,2011-03-06 14:30:00,2011-03-06 21:57:00,0.0,37.2445,-80.4538,2011-03-06,14:30:00
49742,New jersey,flood,2011-05-18 15:45:00,2011-05-22 20:45:00,0.0,40.9103,-74.4186,2011-05-18,15:45:00
49758,Utah,flood,2011-03-16 19:00:00,2011-03-17 04:00:00,100000.0,41.3547,-111.8401,2011-03-16,19:00:00
49758,Utah,flood,2011-03-16 19:00:00,2011-03-17 04:00:00,15000.0,41.1461,-111.8195,2011-03-16,19:00:00
49759,Illinois,flood,2011-04-12 20:00:00,2011-04-30 23:59:00,0.0,37.221,-88.9748,2011-04-12,20:00:00
49759,Illinois,flood,2011-04-12 18:00:00,2011-04-30 23:59:00,0.0,37.12,-88.63,2011-04-12,18:00:00
